,Reviews,result
13,The design of the Zoom Vapor 16 Pro Soccer Cleats is a very nice soccer cleat. The all black cleats with a hint of blue makes the shoe look elegant. The leather on the cleat feels comfortable and the mesh on the top is stretchy so I can stretch it as I put them on. I do wish the laces were a tad bit longer so they way they will stay tied. Also I’m a size 9.5 and they felt a little snug so I would,1
14,The zoom vapor 16 pro is very sleek and just slides onto the feet. Wearing the shoe feels like there is very minimal material between my feet and the ground. This shoe sticks to your skin so I recommend going one size over your normal shoe size. Playing in this shoe gives good grip which helped me running on the grass. The design looks very minimal and will not gather attention.,1
15,"Fit and feel: I typically wear a size 10 when it comes to Nike, whether they are dunks, air maxes, Jordan’s or basketball shoes. The vapor pro 16s run a bit tight; if you like a tight fit, true to size will go well for you. But for myself, I think a half size up would give a little bit more comfort. I typically play in a striker role when playing. Quick stopping and cutting became a little bit",0
16,My husband is an indoor youth soccer coach. These cleats have outperformed themselves on all levels. They are great for an indoor turf. They are comfortable and have great arch and ankle support. The sleek look is stylish and versatile. They are also true to size. 10/10 highly recommended these cleats any day!,1
17,"These shoes are super comfortable right out of the box. They definitely fit true to size and had no break-in period. These shoes provide the perfect amount of comfort, ball control, and grip; all while being lightweight.",1
18,"The Nike Zoom Vapor 16 Pro is a great pick to wear when playing soccer on artificial grass/turf. Though they are made of leather and open up after some use, they do run slightly small. Additionally, due to their narrow design, they may not be comfortable for individuals with wide feet.I found the Nike Zoom Vapor 16 Pros to be average in terms of comfortability  on the field. They are",1
19,"The Zoom Vapor 16 Pro Soccer Cleats are both sleek and stylish but also light and comfortable! I used these cleats for men’s softball and was please to find that they gave good traction on both the dirt and grass. I never felt like I was slipping even with the intended use being for turf. Compared to my last set of cleats which were also soccer cleats, these performed much better in terms of grip",1
20,"I wore these shoes for 4 games and they performed well on indoor carpet. I found them to have less grip on turf. The uppers are a little bit hard so you need to break them in, but are comfortable afterwards. The fit is snug enough without being too tight. The quality is good for recreational soccer but if you’re competing at a higher level you may need the elite version.",1
21,"The Nike Zoom Vapor 16 Pro are a great innovation in soccer cleats.  The fit of the shoe makes them a perfect cleat to play at a high level.  Nike created a light weight, well balance, and comfortable shoe that will make playing fun and exciting.I loved the heel padding that gave support to my Achilles and helped with heel locking.  The shoe has amazing traction to help with lateral",1
22,"I'll be honest when I first opened the box, I felt a little disappointed. I thought the soccer shoes looked a little stale and boring. It's been awhile since I've boughten soccer shoes. I'm used to soccer shoes with a thicker material then these Nike zoom vapor 16 pro soccer cleats. I do like that they are made from 20% recycled material. I was surprised after I tried on the shoes, how well",0
23,"Nike's newest iteration of the Vapor misses the mark in the turf edition. Everything new and innovative we are supposed to get in the 16 is not present in the turfs. Granted Nike only offers turfs in their Pro and Academy models, these Pro models felt like what you'd find in the Academy model. None of the Elite features are present. I was excited to try these but after several games I was just",0
24,"These cleats run true to size and are very comfortable. The black on black design is sharp looking. The shiny pieces with the matte look go well together! These will definitely work better on turf, but my son found they worked well in short grass as well. They broke in easily and he loved the elastic area around the ankle.",1
25,"Nike really stepped up their game with these Zoom Vapor 16 soccer cleats. This specific model is perfect for playing on turf fields and the grip pattern on the sole ensures that you have the proper traction and stability when playing or practicing. It is important to consider these factors, as often times poor traction footwear on turf fields leads to injury. The Zoom Vapor 16s are incredibly",1
26,"The design of zoom vapor pro soccer cleats secures the foot for total lockdown while changing directions quickly without sliding. I love the traction that provides stability even when the grass/ field is wet. The upper material which has a tactile feel to it. That It gives you a more natural on-ball feel when you dribble, pass, or score because it is stable but soft and tightly wraps around your",1
27,"Great turf shoe.  Grippy, feel like I can cut solidly on these and not lose my footing.  I like the sock liner how they changed it to more of a low vs the previous versions that would cover my ankle.  The Achilles pad is a nice touch for increased comfort and snugness.  My foot doesn’t slip at all in these shoes.  I use to get some Achilles blisters with the older versions so the new pad at the heel I feel helps a lot.  I’m between a 9-9.5 and went with the 9.5 and it feels perfect.",1
28,"가볍고 잘빠졌고 편하네요다만, 일체형이라 그런지 신고 벗는게 힘드네요",1
29,"너무 마음에 들어요~ 디자인도 예쁘고, 발이 넓은 편인데도 편해요. 확실히 제 값을 하네요!",1
30,예쁘고 가볍고 편해요 티엠포 터프화랑은 다른느낌인데 더 얇고 발에 촼 감겨요,1
31,I wanted to get black shoes it's great color,1
32,"Shoes are amazing, fly knit makes it super comfortable for all feet shapes and sizes. Made from material that allows you to really feel the ball...I have tried many boots over the years, simply by far the best",1
33,"I just tried two sizes 9.5 was way too tight, and 10, though fitting better, was too long. The quality feels cheap compared to other pro-TFs I've had in the past. I miss the leather tiempos.",0
34,"착화감, 터치감 다 좋고 아직 몇번밖에 안 신긴했지만 내구성도 좋은 것 같습니다. 원래 처음 신는 신발은 길들여야(?) 발에 맞는데 이것은 처음부터 발에 맞아서 편안합니다. 한가지 단점은 흰 양말을 신은 채로 경기를 하면 신발 입구 쪽에서 검은색 물질이 묻어서 양말이 더러워진다는 것입니다.",1
35,착용감이 좋고 편안하다아직 사용을 해보진 않았지만 내구성만 좋다면 완벽할 것 같다,1
36,"길이 : 긴 편압박감 : 신고 벗가 편하며, 압박감은 없음앞코 : 접착제로 밑창과 붙어있기 때문에 내구성이 좋을 것 같지는 않음품질 : 접착제가 눈으로 보이지는 않음길이가 길고 압박감이 없으므로 5mm 작게 주문하는 게 좋을 듯!",0
37,나이스 이쁨요. 가죽이 진짜 천연가죽처럼 느낌이 쫀득 거려요ㅎㅎ,1
38,일단 들어가는 입구도 쉬워지고 착 감기는게 좋은느낌입니다,1
39,"I gotta say, the Nike Design team nailed it with these… I play alot on artifical grass and turf, and I’ve been wearing my Premiere 3’s for about a year now….and while those have been good, these tiempo 10 pro TF’s are the holy grail. The market kinda has limited options for turf (TF) cleats, but I think Nike can expand on this formula for a while now. They should do 100 different colorways.",1
40,I play a lot of grass volleyball and have wide flat feet so this shoe is a tad bit too narrow/small; if you wear thin socks then you’ll be fine. Other than that; this shoe is the best shoe I’ve worn for grass volleyball; the traction is great and I feel like I have nothing on it’s so light. 100% would recommend but maybe get half a size up.,1
41,They are to narrow compared to other years. I bought the same size as last time and the dont fit as they used to.,1
42,"They’re comfortable but way to true to size , im a 9 and they’re tight since they get narrower to the toes.",1
43,"Honestly these are great ! They feel amazing , I have 9s in FG and decided to pick these up for Turf. For me they fit just like 9s , I’m true to size 10.5 and I have wide feet ! These are very low profile , and this is why I picked these over other models !",1
44,"Best astro turf boots for me. I’ve bought the best every brand has to offer. These have the best fit for me. I have wide fit but these have taken shape and held it firmness, not feeling sloppy on my feet. Touch, passing and shooting feels great.",1
45,Bad quality again I played only 3 games,0
46,Is so confortable 5 stars i play my game and is so good the Technology.,1
47,Instant confidence with the ball using these boots! These Tiempo Legend boots are for the pinpoint passers. Worth every penny.,1
48,"Great shoe, feels comfortable and makes dribbling the ball easy. Definitely recommend this soccer shoe.",1
49,"전체적으로 검은색에, 푸른 색 계열의 포인트 컬러도 채도가 낮아서 두드러지지 않아 좋네요. 운동화 정사이즈 275인데 280으로 샀고, 275면 못 신었을 것 같고 285까지도 괜찮았을 것 같습니다.",1
50,군인이라서 환불 못하는게 너무 아쉽네요 사진을 못찍는다는개 너무 아쉬울정도입니다.본드 엄청 나와있고 조금 찢어져있는것도있고 너무 서운하네요 처음 시키는건데 처음부터 좀 안좋아서 다음부턴 안시킬거같네요..,0
51,Fantastic boots for my son who has wide feet. He is so pleased with them. Definitely recommend to go up half a size.,1
52,Great cleats and very stylish. My 12yo loves them.,1
53,Better quality than the mercurial vapor 15. Still needed to go 1 size up. The pink isn't as pink in the picture.,0
54,"Very tight fitting and that was even going with a size up for our daughter, Had to go with a different style with a sock that was same size but a lot more comfortable",1
55,Great boots. Definitely small made though. I am normally a 4 and needed 5s. Great quality and the stud lay out has definitely boosted the confidence I have after returning from knee injuries,1
56,아들 입학선물로 사달라고 해서 조금 늦은감은 있지만 사줬는데 아들이 너무 마음에 들어 하구 좋아합니다. 빠른배송감사합니다.,1
57,"Fit small, comfortable, lightweight",1
58,Very nice shoes like it a lot super happy buy again in the future,1
59,"Nike please work on the size QC, I noticed Nike soccer shoes now run at least half size smaller than its original size.  The phone here is comparing a size 8 running shoe I bought couple years ago to the recent purchased 8.5 phantom…. The 8.5 size phantom turf shoes fit me well but I’m a bit disappointed that  Nike QC team isn’t doing a good job.",0
60,my parents bought me a pair of these for my birthday. fit perfect best boot I've had so far,1
61,Perfect and feel like a better player already,1
62,Exactly what my daughter need it,1
63,really nice love the material and nice and light perfect to play football.,1
64,Clean and comfy fs🙏🏽 No flaws straight gas and got it in like a week fs🙏🏽,1
65,"Very Comfortable and raps around foot nicely.It is true to size, these cleats are known for narrow feet. If you prefer looser fit size up by half.",1
66,The quality of the boot is quite poor with significant amounts of damage after one wear for not even that long. the boot is very soft and doesn't give an support to the ankle or foot and the insole of the boot is very thin.,0
67,My 14yo daughter loves these. Felt great out of the box for a week of summer camp with 3 evening practices too! Fit was accurate. She loves the light blue color.,1
68,"The fit and the feel was very soft and comfortable. My feet usually hurt after playing but the padding on the inside of the shoe made the boots comfortable. The fit is a bit snug, if your feet is on the wider side I would consider going a half size up but I still liked the fit. The material and design of the shoe feels amazing. The leather and the sock seem and feel very durable. The design is",1
69,"Perfect color and style makes it look spectacular, very light to play and very comfortable to play on the grass.",1
70,These cleats are good but need some time to be broken as they were very narrow. They became more comfortable with some wear but still felt narrow compared to other pairs of cleats.,1
71,"Overall, the cleats are well-made and seem to be able to stand up to hard training and game use. The design is sleek and streamlined and definitely look great on the pitch. Sizing-wise, I’d recommend going up .5 or 1 full size as, I tried my normal size and they were pretty tight. Overall, as long as you try them on before purchasing to get the correct size, they’ll serve you well on the field.",0
72,"Perfect fit, usually buy a size bigger than my normal shoe size but these fit just right. I’ve worn similar models with the ankle fabric and it’s hard to put on but these have what I think is a new design where the seam is reinforced and slightly to the side where you can grab it with more confidence. It  feels natural to grab it from there instead of the center making it easier to grab it while",1
73,"The Nike Zm Superfly fit perfectly. They go on easily and they’re probably the most comfortable pair of cleats I've ever worn honestly. Usually, I cant get out my cleats fast enough. These, I almost forget that I even have cleats until my feet start making that cleats on concrete sound we all know and love. They're stylish as well. Innovative.",1
74,"The ZM Superfly 10 soccer cleats have truly impressed me with their performance. The design is sleek, and the materials used are top-notch, providing excellent support and comfort on the field. The grip and traction are exceptional, allowing for quick and precise movements.However, I did find that they run a bit small. I recommend going up half a size to ensure a perfect fit. Once you have",1
75,"The soccer boots are sublime. I love the feel of the sock-like upper for soccer, as it truly gives you best  feel of the ball. This style can sometimes sacrifice stability where the upper connects to the sole - that is not the case here. I have found the zm superfly to be stable in and out of cuts while remaining light and agile. Aesthetically, I think the boots are perfect. The black/black",1
76,"The balance between the ankle support but also the lightweight feel is top tier. After having ankle surgeries in the past, some cleats make me feel like I’m not fully supported, but this model still makes me feel comfortably supported but also allowing for agility and comfort.Style and colorway allows for kit versatility, but also very looks clean and professional.This cleat made",1
77,"These cleats fit super snug and comfy. They feel light and give great support, letting me move quickly and confidently on the field.The design is totally sick! The sleek look make these cleats really stand out. They look awesome and make me feel like a pro.The fabric is solid and breathable, keeping my feet cool and dry during games. Plus, it gives a good grip and control, helping",1
78,"To start I want to provide a little bit about myself to express why I was concerned when I got the ZM Superfly 10 acad fg/mg. I am a big guy at 6’2 300 pounds, but I like to stay active and play sports such as football, basketball, and soccer. I was worried how these would handle my large frame, but shortly after putting these into action those concerns were alleviated. When unboxing the ZM",0
79,"It felt a little tight around the toe area, I would definitely recommend going a half size up if you plan on wearing thick socks. Although you should be fine staying true to size with a pair of lightweight socks. Other than that I absolutely love these cleats, I love how they look, super lightweight, easy to move around, easy to walk around in, and they feel durable. I know for a fact they will last me for a few years, I wish these came out sooner",1
80,Extremely lightweight Very comfortable Great practice shoe Good traction for stopping quick Loose ankle support but good pivot movement,1
81,Great soccer shoe overall. Like the snug fit it has and the extra cushion it provides on the heel makes it break in easier. The design of the outsole provides excellent traction on firm ground grass for quick movements and changes of pace. Overall feels like a soccer shoe thats designed make the players comfortable. Only downside it does run small. Would recommend ordering 1/2 to a 1 full size up depending on the fit you like,1
82,"Nike Superfly Cleats ReviewFit:For actual gameplay, I recommend going half a size up as they tend to be snug. However, for coaching or running without shin guards, true to size fits perfectly.Design:The overall design of the cleats is sleek and stylish, making them stand out on the field.Performance:- I experienced excellent lockdown for stability during quick",1
83,My soccer cleats are super comfy and I am cooking in soccer bc of them!!!,1
84,"Poor Boot from a company that clearly doesnt care for it's customers, it's not a quick boot as described and the quality is shocking",0
85,"To start with, this is the third pair of Zoom Vapors I’ve had. I’ve been in love with the shoe since it first launched, as its flexibility (mobility) and look are unrivaled. This latest version is a great new take on a classic design. The material feels incredibly light (better contact on the ball), yet durable—all while being made with at least 20% recycled materials.",1
86,"Overall, this pair of soccer cleats provides a positive experience for the sport. Putting them on was not the worst, although opening up the tongue one more eyelet would make it feel more comfortable to slip on. The shoe feels great on the foot as it provides a snug, comfortable fit that molds perfectly to the shape of my foot, ensuring maximum comfort and control on the field. There is less",1
87,"The cleats fit true to size. They are flexible enough to keep you stabilized during motion and planted in the field. As long as you lace them tight, you should not have any issues long term.  I could run in them just as fast as any shoe. The matte black material is pretty breathable with a subtle shine. I like wearing black shorts and black socks with these. The material surprisingly did",1
88,"Design: Right out of the box I thought the design was great. I am not a flashy person so the mostly black and subtle blue design was awesome. I think this colorway will relate with many soccer/fútbol enthusiasts.Fit/Feel: I did (2) 30-45 min workouts in these cleats; Running, Cutting, Cone drills, Sprinting, Passing, Shooting, Plyometrics to name a few. The fit wrapped around my feet like",1
89,"The Zoom Vapor 16 Academy is next the staple soccer cleat, but slow down and get the right fit.The Vapor 16 Academy is a great cleat, but make sure you size up half a size. I got them size 11. I would size up a bit because the toe box is snug.  Also, when using the shoes make sure to use soccer  socks. Once I used regular soccer socks instead of cushioned socks there shoe fit was better.",0
90,"This cleat has its highs and lows. At the end of the day, I can equate any issues to sizing, preference, and season. These cleats fit large–I should have ordered a half size (maybe whole size) smaller. If I had sized these better, these are easily one of the most comfortable boots I have owned. Otherwise, these feel great on the pitch. The studs are versatile and work great on our summer game",1
91,"Was able to put these to use in natural grass and synthetic grass, and I can say they performed in both! It took a while to break in but after a while they felt a lot better. The only other thing I would note would be the sizing, I’m a true size 8 but these felt a bit snug. Definitely go up half a size or a full size.",1
92,"The Zoom Vapor 16 Academy cleats feel like top of the line comfort boots with every step. The zoom air technology incorporated into the boots is noticeable by providing comfort and functionality. With every step and push off, I felt the boot propel and jolt me forward. The grip from the stud pattern also felt very sturdy on multiple playing surfaces. My initial 10+ hours in the boots on firm",1
93,They look nice would like just a tad more on the design other than that great shoe lightweight fits great easy on and off for a soccer shoes,1
94,The look of the cleat is nice and it has a cool design. My biggest is is it's a very narrow fit.,1
95,"The cleats feature a sleek and now, popular design, with the big 'AIR' letters in the heel which are aesthetically pleasing. The streamlined shape and lightweight materials is something that Nike has accustomed us to with the Zoom Vapor lineup, it aids in speed and agility, making them an easy choice for players looking to improve their game. The updated soleplate design provides more",0
96,"The cleats feel great and look classy. They are supportive, but I would adjust some around the back heel. Overall, I can still play and move comfortably with them.",1
97,Straight out of the box this felt like a high end elite model (comparing to Vapor 15 Elite that I own) a very tasteful color way. The complete black out makes it even more premium. The fit is true to size of my soccer cleats I use. I am a little more wide on my foot size and this fit perfectly. For the Vapor 15 Elite it took one session to break in but this was perfect from the box. The only,1
98,"The Nike Zoom Mercurial Vapor 16 soccer cleats are great for their performance, comfort, and innovative design. I loved the all black color way, which went with everything and was easy to clean. Here are some key aspects that make them stand out:1. **Fit and Comfort**: The cleats offer a snug, glove-like fit, they were true to size. The internal structure ensures stability without",1
99,these are very comfortable. they are super light on your feet!,1
100,High quality upper and quite durable,1
101,"Nice to the touch right out of the box, but sizing is not the same as legend 9 elite. Son wears men’s 11.5 in legend 9 elite and fits foot like a glove.  He could barely squeeze his foot into men’s 11.5 in legend 10 elite. Go 1/2 size up.",0
102,"I have played soccer for more than ten years, trying almost every brand out there, from the most famous to the really niche ones. My experience allows me to confidently say that these new shoes really set a new standard in performance and comfort. The first time I put these on, I could feel the quality and just how supportive they were before even stepping onto the field. These shoes are for the",1
103,"These are the poorest constructed shoe that Nike has made. The old Tiempo's cleats would wear out before any integrity issues occurred with the shoe. With this redesign, the inside of the shoe (heel) disintegrates within a couple of weeks, making them unwearable.",0
104,cleats are very light and comfortable highly recommend them to anyone,1
105,"They look very nice but I'd like to ask if Nike could please make boots for big footed people, Maybe up to size 14.5 even.",0
106,"After 35+ years, Nike changed Tiempo to a 'sustainable' fabric rather than natural leather. Perfect for super narrow feet as opposed to the ONLY cleat option for wider feet. I'm all for sustainability yet they are incredibly snug and most likely will not stretch with the 'patented technology'. Back to the forever hunt to find a realistic toe box for an ATHLETIC BOOT. Continuously baffled at",1
107,"Wore these for the first time for a soccer game. Didn't have to break them in, really comfortable and great touch. Perfect fit and I have a slightly wider foot. Size 13US and true to size! Fit like a glove!!",1
108,This is the 3rd pair my sons had.  I was surprised that this time they’re made with 20% recyclable material which has changed to texture from the boot from a soft leather to a more plastic feel.My son still likes them and says they’re just a comfortable.,1
109,"Fire 🔥 the last 2 pair I had were Mercurials and I loved them but decided to go back to Tiempo which I used to wear in like U13, U14. Should have never left, these fit like a glove. Also my touch is like magic.",1
110,"Bought these for my 14 year old son. He seems extremely happy with them..he says they fit him perfectly, and he has wide feet.",1
111,Not even close to the comfort level of previous models. Wat too stiff even when broken in.,0
112,Boots feel great. True to size!,0
113,"It really is a shame the direction they've taken with the Nike Tiempo Legend. I bought these to try on and see if they truly felt ""softer than natural leather"" as they were constantly claiming through social media, and I regret to share that I found them nowhere near softer than natural leather. In fact, the upper is just thinner and flimsy. Another disappointing aspect of these was the fit and",0
114,I personally like these cleats. They are no where near the legend 9 but still great considering they are not made out of leather. I would recommend sizing up if you have a wider foot like me.,1
115,Great cleat!!! Very similar to the Nike CTR cleat. Since it is not leather order a size up. I wear a 9 but I should have ordered a 9.5. Super comfortable!,1
116,Awesome cleats,1
117,The best cleats and they feel good.The perfect cleats for you,1
118,Perfect for wide feet,1
119,Amazing boots !! Money well spent!!,0
120,"I bought the blue print version but overall good cleats, the grip feels good and sprinting is amazing. Overall I would recommend these cleats for forwards🔥🔥",1
121,"This is the second pair of superflys i’ve ordered. Before i had the academy’s but i decided to see if it was worth paying extra, and it definitely is.The feel in passes and shots is much better and i feel more explosive, and while running i feel faster. great clear and i will continue to purchase superflys in the future",1
122,"These cleats/boots felt really good at kick while I was testing them out when I put them on it nice and comfortable I even felt like Ronaldo lol, but I recommend these cleats go try them yourself 😁",1
123,Ordered 1/2 size larger for a perfect fit. The additional support in the heal makes a for more comfort. The material seems to enable my daughter to more spin to bend the ball.,0
124,"I just got these and have worn them a couple of times. The first thing you see is the box and it is very pleasant looking, same thing with the bag it comes with. The cleats are very snug and the sock makes you feelVery secure. There is no slipping in them and they are great. The only thing about them is with the new material, they are very hard to clean.",1
125,These run small.  Definitely size up! They are lightweight and comfortable otherwise. They are grippy  and durable. The heel cup was comfortably snug.  All in all a good cleat.,1
126,"I recently had the opportunity to try out the Nike Zoom Superfly 10 soccer cleat, and overall, I was impressed with its performance. The cleat offers excellent traction on the field, allowing for quick and precise movements. The lightweight design of the shoe enhances speed and agility, giving me an advantage on the pitch.One aspect that I particularly enjoyed about the Nike Zoom Superfly",1
127,"These cleats are truly the one for your sporting event! It's a snug fit when putting on, but once on your feet it feels like you have nothing on. Absolutely comfortable, I wasn't expecting it to feel so light and durable. The design is sleek and matches with everything. My only concern is I wouldn't wear these in bad weather conditions. I love the grip it offered and it",0
128,"The fit and feel of the ZM Superfly 10 Elite soccer cleats are exceptional. From the moment I put them on, they felt like a second skin. The snug fit offers incredible support without compromising comfort, allowing for natural movement and excellent control on the field.  Only issue is they run a little small for size. The design of these cleats is sleek and modern, making them stand out",1
129,"I was so excited to try this cleat out. I have been a superfly/vaporfly fan for many years so I was excited to see what updates the Superfly 10 would hold. My first impression out of the box was how much the black catches your eye. It’s such a clean look and matches any style on the pitch. Secondly, the fit is perfect. Fits true to size. I’ve always worn a 12 in vaporflys and the size 12 fit",1
130,"These cleats are really cool and amazingly light. They are an upgrade from the cleat I've worn most of my life. They fit true to size but are slightly narrow, although not uncomfortable. They are sock-like which takes a little getting used to. Because of the sock-like aspect, they are pretty tricky to get on. It isn't a dealbreaker but it is a bit annoying. They look amazing and my adult",1
131,"These are the first pair of Nike elite cleats that I have gotten and they feel great.  I naturally wear a size 9.5 and for me these were a perfect fit.  However, they are pretty narrow so when initially putting them on they may feel tight but will break in the more you wear them.  If you have wider feet or like a loose fit I would probably recommend sizing up.  I got these in Black/Black Deep",1
132,The ZM Superfly 10 elite soccer cleats are a very beautiful design compared to previous versions of the model. One of the best features of the cleats would be the comfort and the soft feeling of the material that it’s made of. I wouldn’t change much about the product because it’s already perfect it has a cool look and it’s comfortable the two things that a soccer player looks for in a soccer cleat like this one.,1
133,I was looking for the right soccer cleats but wanted something that was very light weight and sleek and had been searching everywhere…until I ran into the Superfly 10s. When I say it feels like I’m running on clouds that’s an understatement. They are very comfortable and almost feel like all you have on are socks! One think I might say is to size up if you have a thicker foot for that comfort and great fit.,1
134,"These Superfly 10 Elite cleats are so comfortable. The design on these are simple, classic, and I appreciated that they had a neutral color which is much easier to coordinate with. The material of the elite cleat is so comfortable allowing for a great fit while allowing my feet to still breathe. The shoe itself is on the narrow side. If you have really wide feet these may not be as comfortable for",1
135,"I recently had the pleasure of trying out these soccer cleats, and I must say, they exceeded my expectations in several key areas.1) Exceptional Grip with Gripknit TechnologyThe standout feature of these cleats is undoubtedly the Gripknit on the exterior. This innovation provided a remarkably responsive touch, making ball control a breeze. The grip was far superior to any other",1
136,"These cleats fit like a glove! They are lightweight enough to where it feels effortless making quick and explosive moves. They are by far the best pair of cleats I’ve ever owned! I don’t have the greatest first touch so the Gripknit technology feels essential in making me a better player. It definitely helps me control the soccer ball better, building my confidence as a player. Nike definitely scored a golazo with these cleats!",1
137,These superfly’s are one of my favorite boots I have worn.  The zoom unit is extremely comfortable and provides a great feel under your foot.The texture on the upper is very grippy which provides clean contact and striking surface.,1
138,"I’ve had the superfly elite 10 cleats for a few weeks now and I have to say that these are the cleanest looking lightest soccer cleats i’ve ever worn and played with! These are like weightless, like wearing a pair of socks! The only drawback is that these are a little tight around the edges but if you’re blessed with narrow feet then look no further. I don’t know how they hold up in turf, i’ve",1
139,"Love this Nike Product! After coming off a soccer season where my cleats were destroyed these have been an amazing upgrade. When using these cleats on turf they held up to a high standard! The Air Zoom unit and the comfort they provide is top-tier. Not only did I use them for soccer but even football drills and they didn’t slow me down at all! Having a wider foot and not many cleats fitting, these",1
140,Wow never thought cleats would fit so good. I always had fear because i have wide feet but these fit perfect. The material is so light made me feel way faster and less tired through the game. Amazing color making an all black shoe so interesting. Only downside was putting it on. Because of my wide feet and shin the high model makes it tough to put on but once on it literally fits like a glove. Getting a low version is a must.,1
141,Used the cleats first time for practice and they felt really comfortable the inside was soft and did not have me any blisters. Second time I used the cleats for a game and the shoe fits perfectly with no slipping of the foot. The material feels thick and not thin. One thing I would change about this cleats is the heal it felt a bit tight on my feet. I love the color.,1
142,The Cleats are AMAZING! These cleats felt great and performed so well on the soccer field that I now wear them on the football field too. I’m a kicker too and having both light and comfortable cleats is super important! The fit and the compression sock connected to the heel bring a lot of good ankle support while keeping full ankle mobility. I have been playing sports for 15 years and these cleats,1
143,"First ImpressionsNike's Superfly soccer shoes have long been celebrated for their innovative design and superior performance on the field. Upon unboxing, the shoes immediately impress with their sleek, futuristic look. The streamlined silhouette exudes a sense of speed and agility, setting high expectations even before they touch the ground.Design and ComfortThe Superfly",1
144,이번에 머큐리얼 베이퍼 16 처음신어 봤는데 그전에 팬텀gx2 ag 신었고 이번 베이퍼가 가장 편했던 것 같아요. 에어줌 때문에 좀더 통통 튀는 느낌? 이에요 근데 베이퍼는 신을때 조금 힘드네요; 이번에 그립니트적용해서 조금더 잘 잡아주는 느낌 근데 팬텀 그립니트랑은 조금 다른 느낌 인것 같아요 전작이랑 다르게 아톰니트를 써서 뒤꿈치가 들썩이지 않았던것 같아요.팬텀이 그냥 느낌상으로 킥이나 슈팅이 더 나가는 느낌?이에요. 멤버쉽 데이즈 때 할인받아서 좋은 가격에 구매해서 행복해요!!,1
145,축구화 착화감도 편하고 좋아요2달 신었더니 발이 큰건지  발볼이 좁다고 끈빼고 신네요^^;;  끈없이도 신을 수 있어 좋습니다하나더 주문해야할것 같은데 신상나왔으면 좋겠네요~,1
146,#멤버데이즈리뷰이벤트아들축구화 장만 발이편하다하여 AG만 신는데색상또한 이뿌게 나왔어요.,1
147,확실히 15보다 튼튼하네여 사이즈는 꼭 한치수 업 하세요,1
148,"완젼 좋아요 완젼 가볍고 내구성도 좋은거 같아요 정사이즈로 가셔도 될꺼 같아요무조건 정사이즈로 가시는게 좋을꺼 같고 사이즈 업해도 반사이즈 해도 좋을꺼같아요전 퓨마 울트라 265, 머큐리얼 베이퍼 14 tf 265신었습니다.",1
