,Reviews,result
10,전체적으로 만족이지만 신발에 본드같은게 묻어있어서 더러운 부분이 조금 있어서 별로 였습니다.교환할까 고민하다 신어보니 쿠션도 좋고 디자인이 맘에들어서 바로 신으려고 교환은 안했어요.,0
11,평소 웨이트 및 운동량 많은 편인데 족저근막염이 생겨서 푹신한 신발 찾다가 구매했어요. 쿠션감 좋고 걷기 편하고 높이가 좀 있습니다! 겉 부분이 천처럼 생겨서 오염 관리가 잘 될지 걱정스럽긴하지만 잘 신을게요,1
12,헬스함서 신을려고 샀는데 진짜 푹신하고 러닝화에 딱 어울릴만한 신발이에효너무 잘샀다 키키 잘 신고 런닝머신 열심히 할게효..,1
13,저는 발볼이넓고 발등이 높은편이라 한치수업해서 주문했어요 아주적당히 잘맛네요 쿠션감이 엄청좋은편이라 걸을때 발목이 편안할것같네요 생일쿠폰챙겨주셔서  저렴하게 구매했어요 심플한디자인이라 오래 신을수 있을것같아요,1
14,검정색이랑 흰색 중에 엄청 고민했는데 실내용으로 신을거라~흰색 구매했습니다.저는 235와 240 중간 사이즈인데 240 잘 맞아요.지난달에 무릎 십자인대 재건수술 하고 재활시 신을 가볍고 편한 신발 찾았는데 딱 좋아요.쿠셔닝도 적당하고 넘 맘에 들어요.글고~중요한건 넘 이쁩니다.^^,1
15,"사진대비실물이훨씬더이쁘네요.싸이즈도정싸이즈고,무엇보다키높이도돼고쿠션감도무척좋네요",1
16,편안하고 디자인도 만족! 정사이즈,1
17,편하고 좋아요. 키높이도 되고 편안해요.,1
18,"걷는 것을 상당히 좋아해 이에 특화된 슈즈가 없을까 하고 찾던 중 마음에 드는 모티바 모델을 찾아 구매! 발 사이즈가 300인데 정사이즈이며 나이키 삭스 신고 신으니 잘 맞습니다. 마사이 워킹슈즈가 연상되는 아치형 솔이 바르고 안정적인 자세의 워킹을 유도하고 쿠션감도 좋아 장시간 워킹에도 편안함이 기대이상입니다. 컬러는 실물이 좀더 강렬한 느낌이며 형광레드에 가깝습니다. 슈즈 특성상 러닝으로는 다소 부적합해 보이며 가벼운 트래킹이나 동네 산책, 잘 닦여진 산책로를 걸을 때 유용한 슈즈가 아닐까 생각합니다. 워킹에 특화된 슈즈가 필요한 분들께 강력추천드립니다.",1
19,"무릎이 안좋아서 나이키 줌 시리즈만 애용하는데,  무릎 충격 흡수도 잘 되고아치를 충분히 받쳐주어서 발이 아주 편합니다",1
20,물건입니다 진짜편하고 좋네요 👍👍👍👍,1
21,사이즈는 한사이즈업 하시면 됩니다.색감도 화려하고 디자인도 좋고 쿠션 푹신하고 만족합니다^^,1
22,"These are my one and only favorite walking shoes.   I bought the Nike Motiva walking shoe for my 14 day vacation to Europe. I wore them every single day and most evenings as I went on my excusions.  I did over 10,000 steps everyday and not once can I say that my feet hurt.  When I got back to the states I went and bought another pair. I am completely in love with these shoes.  I highly recommend  these shoes to anyone that does or will do a lot of walking.",1
23,Love them great fit. Love to work out and walk in these shoes. Fits true to size,1
24,Time I put these shoes on they immediately felt good!!  They are very springy/spongy right at the area of your arch!!!  1st pair of shoes I’ve put in in a while that I had that immediate reaction of “I Love These!”  And I’ve worn several pairs recently that just haven’t “done” it for me like Brooks & some On styles!  I’ll definitely be ordering another pair of these Nike Motiva’s in another color!!!,1
25,"Very comfortable, great walking shoes",1
26,I LOVE the Nike Motiva walking shoes!! I'm on my feet ALOT at work and they feel like I'm walking on a cloud. I love the design of the shoe and the many colors they come in!!! I normally wear a 7.5 in Nikes but since they run a little big I got them in a size 7.NIKE DO NOT STOP MAKING THESE AND DO NOT CHANGE THE DESIGN!!,0
27,"These are very comfortable walking shoes. I was not sure how well they would work for me, as Nike shoes tend to be a bit too narrow for my feet, but these were highly recommended so took a chance and ordered online. I tend to be between a 6 and a 6.5, ordered the 6.5 and it fits very well.",1
28,My wife loves this shoe! She bought it and worked out in it and came back all smiles! The cushion was perfect for the balls of her feet and the cylindrical design of the sole made the push and rock motion super easy…,1
29,My favorite work shoe. I’m standing for 9+ hrs a day and these are holding up very well. They are so comfortable. I am normally a size 5 but these fit more comfortably in a size 6.,1
30,The most comfortable and good looking shoes ever,1
31,"Very comfortable. Fits extremely true to size + wide, no need to size up as you may have to do with most running shoes, especially if you intend to use insoles. I sized up as I did with the wildhorse and experienced significant heel slippage, even with insoles. I returned and sized down 1/2 a size.",1
32,"Ordered these at the end of June for work, where I am on my feet walking around for 40+ hrs/wk on concrete and walk an average of about 8-10 miles per day. They were super comfortable and I never had any foot pain, however by September I had completely worn through the bottoms of them. At this price point, I had hoped they would last me much longer, but I would order them again if I needed a pair of casual walking shoes.",1
33,"These shoes are super comfortable at first try on and I love the rocker sole, very bouncy. I have a medium to wide foot and the toe box fit perfectly. The only thing is that they were a bit too short. I wear a women's 8 in regular shoes and usually an 8.5 in running / walking shoes and I have to exchange these for a 9.",1
34,I love this shoe! They feel great they look great. My walking pace increased with these shoes. Nike please drop more colorways in size 14 or drop the Motiva 2.,1
35,One of the best comfortable shoes I have ever worn. I don't feel tired anymore.Context: I walk for 8 hours straight at work,1
36,Absolutely love them. I have wide feet and plantar fasciitis and was struggling in my sketchers slip ins and these feel like they were made for me. They are super comfortable. I'm usually an 8 but went to a size 8.5 and they are perfect 👌,1
37,"I work as a RN in the Emergency Department, 6”1 and 260lbs and these shoes are golden for my 12hrs shift!",1
38,"The Motivas are great for my walking regimen. The big, thick soles make me feel like I'm walking on air instead of concrete and they propel me foward so that I complete my walk in about half the time. This also allows me to walk further.As to comfort, I don't know if I'd walk around in these all day, but for my walks - 2.5 to 4 miles - they are great.The reason I'm abandoning my",1
39,"These are the most comfortable shoes I own, I highly recommend them.",1
40,"These shoes surprised me honestly. I usually wear running shoes or hiking shoes for long walks, but the extra cushion and rocker sole shape make these the best I’ve ever worn for walks exceeding a couple miles.",1
41,"I’ve had these shoes during my military training and I can attest that these are the most plush, most comfortable shoes I’ve ever owned. Not even HOKAs can match this level of plushiness. Truly one of my best investments, since I felt I could run for miles upon miles with these things. If only I could have gotten the hot pink ones, because I bought the white/light purple ones; it’s a shame",1
42,"I have 2 pairs of these, I am on my feet all day on hard concrete. If I wear any other pair of sneakers to work my legs ache, my feet hurt and I'm miserable. Took a chance bought a pair on sale then got extra 25% and paid $58 , I wish I had bought 2 pair. I get off my legs don't hurt and I don't feel so exhausted. I highly recommend if your on your feet all day these are the ones. Thank you Nike!!",1
43,"I am a 60 year old, and these shoes are the most comfortable shoes I have ever owned. These shoes bounce you up with every step!  You can walk forever in these shoes!  They actually bounce you to your next step. I am walking faster and no foot pain at all!  Love Nike❤️",1
44,Definitely different.  There is good arch support.  I like the look of them too.,1
45,"Very comfortable, very well cushioned. I wear these to walk several miles each day and I'm very happy with the feel. Good price and good look. I wear a 7 1/2 shoe and I ordered the 7 1/2. I might have been able to go up half a size, but I'm satisfied with the 7 1/2.",1
46,"Amazing walking shoe! Best I’ve ever used, perfect for walking on city streets with all day comfort.",1
47,Best Walking Shoe Ever. I enjoy walking inside and out. These shoes are perfect and extremely comfortable. Don't wait they are worth it. You will not regret it.,1
48,"This is one of the most comfortable shoes I've ever worn. I'm a registered nurse and work 12 hour shifts. The hallways are long and my feet take a beating. I worn these to work and my feet did not hurt when I got home, but this shoe is not stylish or cute. Your foot sort of spreads out and the shoe looks huge.",1
49,Best walking shoes out there. I have a pair in almost every color! These are great if you are dealing with Plantar fasciitis or on your feet all day.  Buy you a pair or 5 NOW!!!!,1
50,"These shoes are the best, I have the black and tge white ones now. I’ve had two ankle surgeries in the past year and these shoes make walking so much easier and painless.",1
51,"Super comfortable. Nice fit, just snug at the heel with good toe room.",1
52,I’m an ICU nurse and these are perfect for being on your feet. The traction is excellent too on slippery surfaces. They fit my custom orthotics perfectly. I highly recommend. (I size up by half a size for Nike as compared to other shoe brands.),1
53,"I’m a nurse that walks 10000+ steps on concrete floors every shift and these shoes absorb every one of those steps! My last 2 pairs were Hokas and I loved the shock absorbing soles but both pairs had issues   (Hoka customer service replaced them with no issues), so I  wasn’t sold on the durability. Nike always fit my feet perfectly, so when I saw the Motivas, I pounced. I have been so happy with",0
54,Probably one of the most comfortable shoes I’ve ever owned. I highly recommend.,1
55,"Feels like walking on the clouds, I recently have been recovering from achilles rupture and these have helped take the pressure off so much. Love the rocking motion, nice and spongey. Nice wide toe box and easy slip on/off too.",1
56,"I walk 3+ miles a day for exercise and was having quite a lot of hip pain after a few months. I researched which shoes were recommended for walking specifically and saw these come up multiple times, so I gave them a shot. I am so happy I did! My hip pain has almost vanished after only using them for a couple weeks, and I feel so much better! I would recommend these to anyone who walks for fun or",1
57,"Looks really great, design-wise, fits very different. This show runs reeeally small, I had already ordered half a size bigger than my usual size as the reviews recommended this, was still way too small. Also this shoe is more for (very) narrow feet. Walking was very awkward, I felt like walking in those wood sandals, was not a smooth rolling of the sole. When you need to use orthopedic",1
58,Great comfortable shoe and I highly recommend them also purchased some for my wife and she also loved them,1
59,My only complaint is that they’re not slip resistant.,0
60,"Just got them as a birthday gift and so far so good. They are super comfortable, have a great arch support and it does feel like you are walking on a cloud. Thank you Nike for coming out with a good walking sneaker.",1
61,"I walk around 10 miles a day for my job, three days a week. After a year, I finally need a new pair. Incredible comfort. Can’t imagine walking in anything else.",1
62,"Discontinued blue ones. Not everyone likes white or red shoes. Some ppl enjoy the baby blue but I guess I didn't buy it fast enough. I bought the black ones, love them came for another but the color choices could be better :( still giving 5 stars for comfort. I should take out 2 stars for color. Once u feel these pillows under ur feet, u will never look at ur other uncomfy shoes again. I wish I had these pregnant.",0
63,Very comfy and supportive for walking. I went up half a size after reading reviews and would recommend this. Would love to see them in all black with a black sole too!,1
64,"Im usually hesitant to rave about a shoe. I have flat feet and when on my feet for a long duration they tent to cramp and hurt. I go these shoes on vacation in NYC. I wore these throughout the city.  They feel as if you’re on a rocking cloud. I love these shoes, so much I got a second pair.",1
65,"These shoes are brilliant. They have super soft and springy soles, which make them really comfortable. I wasn't sure if the shape would work on a pebbly beach but they seem to work well for all of my walk.",0
66,The BEST shoes I have ever bought!  Like walking on a cloud!  I wish I could buy more!,1
67,"These are by far the most comfortable shoes I have ever worn. I’m a server in a busy restaurant, and even after 12 hours on my feet I can’t feel the effects at all. They’re very cushioned and bouncy, and it’s like walking on air. I highly recommend for anyone who spends a lot of time on their feet.",1
68,Purchased these shoes for a New York trip… I was instantly surprised how comfortable these felt from the moment I put them on! Great shoe for vacation when there’s a lot of walking involved…,1
69,"Overall shoes are great, look an fit wise. I do think there needs to be more cushion under the toe area. Walking while putting your heal down first an rolling the shoe tords your toes has a great feeling on my knees now that im in my late 40's. But my stride ends with pushing off of my toes, so a little more cushion would have been nice.",1
70,Very comfortable and I get a lot of compliments. Perfect work shoes for my long shifts. They are a little loud when walking ( due to the cushioning). But 10/10. I want to buy a 2nd pair in a different color.,1
71,"Soft wide toe box, awesome curve to the sole the help you take a step forward, cloud like cushion. Great for flat hard floors, would probably avoid for hills.  The shoe is so good I bought back up pairs and hope they release more colors!  A+",1
72,Love shoes..like walking on a cloud but needed a half size bigger.,0
73,Great quality shoes. Also the design is very cool!!,1
74,So comfortable to walk and run in. I got half a size bigger than usual as my toe rubbed with a size 6.Very bouncy feel in these trainers.,1
75,"Wow, these are so good I plan to buy a few more pairs. Extremely comfortable and no issues with durability so far. I'm not a huge runner but I didn't have any issuing running in them either. I've purchased many Nike shoes over the years and I think these are my favourite.",1
76,This is the most comfortable shoe I have ever worn. Perfect appearance and good feeling.,1
77,"Nike PLEASE PLEASE PLEASE KEEP THIS SHOE. This is by far my all time favorite walking and light jogging shoe of all time. My feet feel like walking on a marshmallow/ cloud and I love the rocker on this that propels you forward. I can walk longer and I have absolutely no pain in my knees, joints or feet afterwards. I wear Pegasus 38’s and 40’s which are good for runs but these Motivas just",1
78,Love these shoes! They feel so soft.,1
79,"I love these shoes! Better than my other sneakers that started with an H. So comfy.  I can walk miles without foot, knee, or pain of any kind. Get these sneakers!",1
80,Very comfortable walking shoes I love the high arch that feels like having my custom made shoe inserts on. This shoe is made perfectly for my feet.,1
81,Nice quality nice for every day use,1
82,Very comfy walking shoes. I really like how they rock your foot forward. I did go up 1/2 a size from my usual size in these and got the size I purchase for metcons and air maxes.,1
83,Really comfortable trainers and look good. A bit tighter across the toes than my Pegasus but not too tight.,1
84,These walking shoes are so comfortable this picture does not do justice the ordering process was easy the delivery was really fast I walk for hour and my feet did not hurt at all I will be purchasing another pair,1
85,A very comfortable shoe. Very impressed,1
86,Very comfortable and suitable for a walk jog session.,1
87,"I’m pregnant and needed some new walking shoes for my aching feet. Let me tell you, these do not disappoint! Very comfortable and bouncy. I have arched feet, so they give me good support.",1
88,"I want to preface this by saying that I usually do not write reviews unless someone asks. I am writing this review because this is my all-time favorite shoe and I buy a lot of shoes. I own the Motiva and the Nike Invincible 3. I love them both. They feel similar, like walking on a cloud or a marshmallow. I use this shoe for walking mostly. I average 10,000 steps per day. I used them in Tokyo for 4",1
89,This is a nice shoe for walking. Wish I had brought sooner. Great shoes for the price. Definitely buying another pair in a different color,1
90,I love the shoes and would love to have them all black!,1
91,"So comfy. Fit true to my Nike size 10 as ever. I have previously used running trainers for my walking (just pavements / paths to get my steps in!), but these are superior. The emphasis is the rocker and cushioned heel makes it like walking on cloud - and they don’t have the same support / restriction that running trainers do. So this makes them more comfortable and breathable. Not sure how they’d hold up off-road, as they are great looking too!",1
92,Oh yes!!!!! Need it in all black instead of black and white please.,0
93,"Why three stars this is a good shoe, but is nowhere as soft as the INVINCIBLE RUN 3 The INVINCIBLE RUN 3 I still the softer more cushioned shoe. The INVINCIBLE RUN 3 is more stable and they don’t have the rocker effect like Nike Motiva. Why am I posting this review as I called customer service there was a lot of debate. No one was able to answer this question so I thought I’d add this onto",0
94,"I love these shoes so much!! I have been using them for walking on my peloton tread. First, a while back I had stopped wearing Nike on the tread because they hurt my knees so bad. I switched to another brand and it was like night and day. So when I bought these shoes I did it because I thought they were cute and figured I’d wear them in a fashionable way. When I first put them on I was shocked!!",1
95,"I’m a lifelong Nike brand user. So happy they have finally given us a true “walking” shoe. I am a power walker and absolutely love these shoes. Very comfortable right out of the box. Color choices are also very pleasing. Nike nailed it with these shoes. Just fyi, I wear a 9 in street shoes but always wear a 10 in Nike.  Thank you! 😊",1
96,"I purchased these ahead of a city trip which would involve a lot of walking. As a sufferer of plantar fasciitis I needed something that would cushion my heel and these worked a treat! They are lightweight and have a lovely thick sole that made it comfortable to walk on.Based on other reviews, I did buy 1 size bigger - I'd recommend this too!",1
97,"Like walking on a cloud! Very comfortable, I love the color as well! Received a lot of compliments!",1
98,I have many size 9 Nike shoes and being a lazy shoe lace tier I wiggle my foot into loosely tied shoes but with this pair is tied and untied every wearing so even though this is still quality Nike product it will be sparsely worn.The fitting is a little too tight compare with my previous shoes.If your a lazy wearer and product returner like me then I suggest order a 1/2 size larger than your usual size for a more satisfying and comfortable fitting.,0
99,Super comfortable! My new go to shoe.,1
100,They are so comfortable. I love them. I walk more than I run and I highly recommend them.,1
101,Very light and comfortable. True  to size,1
102,Love these sneakers but need a WIDE. Can you kindly offer wide in the future.,1
103,Nike Motiva is fabulous. Its comfy and stylish. Product was delivered earlier than expected. Very impressed,1
104,"Love, love, love these!  I bought these specifically for walking and they are so comfortable. They are so comfortable. I normally wear a 7.5 but they didn’t have my size so I ordered the 8 and they fit great!",1
105,"I found this shoe to be unlike any shoe I’ve ever worn. As a person with balance issues, the Motiva took some getting used to because of the “slight rocking motion” I felt when I first started wearing them. In time I became used to them not being very flat and found them to be extremely comfortable during my 13 hour work days as a daycare owner. Jumping, running and the occasional climbing kept my",1
106,"Had to get a half size up but great shoes. Perfect for long walks, not sure I’d run in them.",1
107,"Great walking trainer, lots of support in the sole, leave you with a bounce in your step!",1
108,"Love these trainers, super comfy and stylish.",1
109,It’s only been 1 week since I’ve had them but so far so good. I purchased these for work bc I’m actively on my feet but I rotate my shoes quite frequently…I read a lot of reviews about these before deciding to purchase but I can honestly say that many of the reviews were Spot on…..extremely comfortable and light in my opinion. Great walking shoes. I’m considering purchasing another pair. Hope this helps!,1
110,색상 - 시멘트 그레이/블랙/콩코드/핫 펀치265가지고 계신분중에 260 교환원하시는분 계시나요!!,0
111,인기 없는 색상 세일하길래 샀는데.깔끔하고 기능도 마음에 드네요잘 신을게요~,1
112,배송 잘받았습니다. 빨리오네요사이즈 나이키 신던 사람이면 나이키 정사이즈 사시면됩니다. 괜히 한치수 크게 사라는 말듣고 사려다가 정사이즈 샀는데 완전만족이네요.색깔이 튈까싶었는데 실제보니 너무 예쁘네요.헬스장에서 팍 튈듯하지만 ㅎㅎ데드리프트하면서 신어보고 실리뷰 남겨볼께요^^,1
113,메트콘 6 amp 대비 너무 편하고 접지력이 좋아졌습니다 너무 형광이라 눈이 부십니다 ㅋㅋ,1
114,"착화감도 좋고, 땀을 많이 흘려도 미끄러지지 않고, 아치를 잘 잡아줘서 정자세 유지하면서 운동하는데 도움이 많이 된것 같습니다. 아주 만족스럽습니다. 맨발 사이즈는 265정도되는데 반업해서 270으로 했습니다. (아x다스는 265 신습니다.)양말 신으니 너무 편하게 딱 맞네요. 발등이 살짝 높은 편이기도 하구요.",1
115,발사이즈가 250mm라서 250을 사려했는데 품절이라 255mm를 구매했습니다. 그런데 255mm사길 너무 잘한것 같아요. 발에 크지도 않고 착화감도 좋네요!,1
116,예쁨! 주황색이라 튈줄 알았는데 생각보다 예쁘고 역도 동작할 때 좋음,1
117,메트콘9 발볼이 좁아 정사이즈로 주문했고 딱맞네요.넓으신분들 반업추천.지면에 견착력과 안정성 지지력등 웨이트를 위해 만든 제품 최고입니다.,1
118,헬스화로 최고입니다. 견고하고 튼튼하네요.사이즈는 조금 크게 나왔습니다. 볼 넓은 족형에어포스 260 길이 살짝 길게 볼 잘맞게 신습니다. 메트콘260 길이 적당하고 볼 잘맞습니다.얘만 유독 사람들 말이 갈리던데 안전하게 정사이즈 추천드립니다. 동사이즈 기준 포스가 미세하게 깁니다.,1
119,"배송 빠르게,  잘 받았습니다. 만족 합니다. 많이 파세요.",1
120,아들래미가 알아보고 사달라고해서 저는 결재만 했어요.아들래미가.맘에 들어해서 다행입니다.사이즈는 정사이즈로 주문하시면 될거 같아요.,1
121,좀 딱딱하긴한데 운동할때 딱 좋아요,1
122,여성 메트콘240 맞는데 남자꺼는 235사니 딱 좋아요. 색도 이쁘고 실내 운동할ㄸㅐ 신을꺼예요.,1
123,크로스핏으로 아주 좋습니다👏👏,1
124,"발볼이 넓어서 보통 280 신었는데 나이키는 반업도 아닌 한 업해서 290신어야 발가락 간섭이 없더라고요. 대신에 신발끈을 꽉 조여서 뒤꿈치 덜렁거리지 않게 해야했고요. 바닥에 딱 달라붙는 느낌이 좋네요. 서 있을 때 안정감이 좋습니다. 러닝화는 쿠션이 좋아서 발목이 불안불안 하다면 요건 웨이트 하라고 만든것 같습니다. 비교로 줌메트콘 터보도 신어봤는데 이게 훨씬 안정감이 느껴집니다. 명동매장에 다행이 모델별로 비교해서 신어보고 결정하니 배송, 반품에 시간낭비가 줄어서 좋습니다. 직원들도 정말 친절하세요.",1
125,실물로 보니 신발 이쁘네요  사이즈 반업 하니 딱 맞네요 ~,1
126,"메트콘 8보다 견고해지고 토박스가 넓어졌습니다.발볼있는 저에게 딱입니다.역도동작에서 더 단단하게 받아줍니다.사이즈는 메트콘 8, 9 모두 275 사이즈로 사용중입니다.",1
127,다른 운동화랑 비교했을때 길이는 비슷하나 폭이 조금 좁아서 발볼이 넓거나 조금 여유롭게 신고싶으면 반업 하시는게 좋을거 같습니다. 메트콘이라 확실히 가볍고 바닥은 앞쪽은 얇고 뒤꿈치쪽은 두꺼운게 확실하게 느껴집니다.,1
128,사이즈 팁 드리자면 저는 발볼 약간 있고나이키 신발들은 260신는데 메트콘6 같은 경우에는 반업 해서 265 신고 있었습니다.이번 메트콘9도 양말도 신고 생각보다잘 늘어날거 같지 않아서 반업해서 265 구입하였는데딱 잘 맞는것 같습니다.,1
129,오늘 제품을 받자마자 바로 신어보았습니다. 처음에 신을때 발이 들어갈땐 약간 불편하다?끼는 느낌인데 딱 들어가는 순간 편안함을 제공해주네요 전 발볼이 조금 있는편이라 나이키는 농구화 일반화 모두 반업해서 신어요 275인데 나이키는 다 280입니다 이 신발도 반업해서 신었는데 앞쪽이 살짝 남지만 크게 문제가 되진 않아요 앞쪽이 남는다고 발볼 있으신분들 정사이즈 가시면 약간 불편할수도 있을듯하네요 운동양말 신고 신으면 딱 맞아요 모두 이 신발 신고 득근하세요,1
130,"Within 1 month, the sole had worn through to the plastic “lift wedge” in the heel. Now when I walk/run there is an annoying “click/tap” sound from the plastic hitting the concrete or asphalt. Within 6 weeks, the interior liner in the counter/heel cup had worn through. Very underwhelming durability for a “training” shoe. Especially when previous Metcon models were very well made.",1
131,Comfortable im enjoying them very much,1
132,Love the shoes. Wider fit which is hard to find. Will definitely order again.,1
133,I love the shoes that I bought.,1
134,Stylish working out trainer. Nicely sized and comfortable Well priced,1
135,I Usually get the metcons  for training because I CrossFit but the style has changed they are bulkier and heavier the look is wider as well so it makes the foot appear bigger. This was my 4th pair  and sadly I’ll be returning these. I need something lightweight that’s still good for lifting,1
136,Extremely Uncomfortable had to return,0
137,"These simply do not hold up. They are extremely comfortable, which is why I gave them a two instead of a one. The outer sole wears away on the heal very easily. Once that is gone it sounds like you’re wearing tap shoes every time you take a step. Nike needs to fix this design flaw in the next version.",1
138,Very nice fitting shoe true to size,1
139,The shoe is extremely comfortable and arrived remarkably quickly.,1
140,I sprained my ankle in previous Metcon's... So I bought these Metcon 9's specifically for the stability and I love them! I stress tested my ankle in them for months and I cannot see an easy to sprain my ankle again. The stability and stiffness of the materials does create more noise while walking but it's worth it.,1
141,My son said these are very good shoes for his football workouts. They are comfortable and work for lifting and running.,1
142,"Loving the atomic orange colorway. I thought it was too bright initially, but this is exactly the jolt of energy you need while doing a training routine.",1
143,Cool colorway. Great price. Quick delivery,1
144,Goid shoeStylishComfortable Loved the color,1
145,Wish you could make the back half of the bottom sole longer so your heel is above the toes. In a nut shell bigger rubber on back half of sole,0
146,"Looks good, great fit and very comfortable. So glad I bought them",1
147,"Very comfortable gym shoes. I love it. When working out in the gym, people were asking were I bought it from.",1
148,Loved the look but the rubber wears out quickly on the heel and you become a tap dancer! Plastic contact on pavement is loud! Had to throw them away,0
149,I purchased the metcon 9 over the 8 due to price and availability so we will see how these hold up. Originally bought two pair of the metcon 8's each lasting six months before a hole would form in the middle front and the material on the heel started to come off. Also the 8's had an issue of the sole separating from the shoe in the front so I wanted to give the 9's a chance to see if they hold up,0
150,"Fit is as good as the 8s, which were the best fitting metcons that I’ve had.  Price was great on this color and was why I",1
151,Good materials. Ran a little big,1
152,Improved over my Metcon 7’s. Better for short runs. But toe box is much roomier-may want to order half size smaller. Shoes also feel a little hot during tough workouts.,1
153,Bought twice and both have had the same issue with a part of the sole coming lose within 6-8 weeks. Nike will refund you but it’s not a straight forward process. Would not recommend if you do crossfit.,0
154,Glad I decided to splurge on these. Have been needing a new pair of gym shoes for a while! Can’t go wrong with a pair of metcons! Wish they would’ve had the free metcons in the store bud very happy with these!,1
155,"Great solid shoe for cross training, great stability for weight lifting but feel a little bulky to run in. They look great too!",1
156,BEST WORKOUT SHOE EVER !! FOR MY STRENGHT TRAINING,1
157,"Good fit was the same fit as the metcon 7, just pay attention to the Women or Men size when u buy them.",0
158,"Aesthetics RULE! And, when it comes “Aesthetics.” NiKE’s are KiNG! The COMFORT & FEEL, for GyM LiFE MOVEMENTS, are “GRADE A STANDARD.” I Love Them.",1
159,Exceptional stability and comfort for those that have mixed workout style. I have tried the variety of cross training / functional style shoes and so far the metcons gym stability and fit for movement is the strongest.,1
160,"Definitely stable shoes for lunges and squats which is what I am doing. Took them on a 4 mile walk and I could definitely tell I should of used other shoes.I like the look, feel and support. Exactly what I needed.",1
161,"Overall look is pretty cool. Overall feel and quality is horrible. Sides are so stiff it's bruising the underside of my ankle bone. Within a month not even working out in them, the rubber is coming off in chunks just leaving plastic at the very back of heel. When I'm walking there's a plastic noise hitting the floor with every step which is super annoying. Overall I hate them and do not wear them anymore.",0
162,"Physical Therapist here. Been wearing these for about 4 months now, for both lifting and work. I have to say they are one of the most comfortable shoes I've worn in a minute. As someone who talks/recommends shoes on the regular, this is the first shoe Nike that I will endorse. As a size 14 with a bunion and very picky, these have met all my expectations and I will be buying a pair in white. Cheers y'all.",1
163,I am very pleased with the trainers. Look good and perform really well in training. Had to go down a half size for the fitting. Also bought the Air Alpha’s in the matching colours.,1
164,"Still only a few weeks old and they're good for the gym floor, especially for things like back weight squats, deadlifts etc where I've taken my trainers off in the past for. Only slight niggle is the top of the shoe around the lower ankle is quite rigid but I'm guessing that will ease after some more use.",1
165,"I've noticed that Nike's recycled components shoes tend to be incredibly uncomfortable with very little give. This shoe was almost great, but the plastic that wraps around the side pulls very uncomfortably and does not allow for natural foot movements.",0
166,"First time wearing CrossFit trainers , absolutely love them they make such a difference to stability when lifting.",1
167,I love them the delivery was spot on everything was perfect,1
168,Best training shoe I’ve worn. Comfortable for walking and cardio training as well.,1
169,I was disappointed. Felt so heavy and slippery on tiles.,0
170,"These are great lifting shoes. They are sturdy, comfortable and look great on the feet.",1
171,"Overall a good shoe. They fit wider than most Nikes I’ve tried on in the past. My foot isn’t wide enough for a wide EE shoe, but most Nikes strangle my foot so these are a perfect fit for me. They are a little loud and clunky to run in but that’s not what they’re intended for so it’s not that big of a deal. Would have given it 5 stars but for $150 the quality control is lacking . I got the black and grey ones and there’s visible glue all over the shoe.",1
172,Sole delaminating from plate on heel after only 3 months.,0
